PathID,PathName,SWCType,PrimaryPath,PathLength,PathLengthUnits,StartsOnPath,EndsOnPath,ConnectedPathIDs,ChildPathIDs,StartX,StartY,StartZ,EndX,EndY,EndZ,ApproximateFittedVolume
0,Fitted Path [0],soma,true,43.58853333572824,microns,,,"1,5,26","1,5,26",81.02792501449585,104.79533456909702,28.303896493415174,105.33038963362638,101.0892514592384,27.840595592827864,1345.4897551898507
1,Fitted Path [1],(basal) dendrite,false,70.93256766456935,microns,0,,"0,2,3,14,23,27","2,3,14,23,27",104.81023025558213,100.87116098312897,29.572295137291633,132.19741884441655,93.0601251985418,28.8180585247112,290.84989486306677
2,Fitted Path [2],(basal) dendrite,false,64.87421120573715,microns,1,,"1,24,25,31,35,51","24,25,31,35,51",134.36490145158888,100.88092088699341,28.764127548187613,155.13038635253906,108.03723335266113,21.0,481.61042563685646
3,Fitted Path [3],(basal) dendrite,false,29.35915612216835,microns,,1,"1,8,13,30","8,13,30",145.46863109476016,102.33387090179824,42.15053765911265,134.69155877129768,100.849887354415,28.36097417414332,142.0489892059119
5,Fitted Path [5],(basal) dendrite,false,22.153710246906446,microns,,0,0,,86.30472166730486,90.8536438057203,35.94254572780357,92.03705086242515,98.64404902923745,28.179937045652142,140.71573686062072
8,Fitted Path [8],undefined,false,37.34799832634251,microns,,3,"3,9,10,11","9,10,11",138.74012231826782,91.68023784829641,51.55774374811574,144.88418236202517,102.72771120071411,41.12769525755895,105.24499260973185
9,Fitted Path [9],undefined,false,10.978711631898836,microns,8,,8,,135.73908805847168,94.64800357818604,46.0,130.19871711730957,93.26291084289551,48.0,21.149333052368483
10,Fitted Path [10],undefined,false,8.94269395223316,microns,,8,8,,139.5319973300793,92.49604595823273,46.20921324083071,139.2327596037754,96.01762645993786,38.894270554701976,25.844879898268985
11,Fitted Path [11],undefined,false,47.919457765498194,microns,,8,"8,12,33,34","12,33,34",146.47684270120652,84.02895927429199,40.67531104954303,144.9171186383907,102.12124192095364,40.888349815098756,88.67798401272424
12,Fitted Path [12],undefined,false,3.332755368730119,microns,11,,11,,147.28152751922607,86.09701469971635,40.97127571228504,145.20388841629028,86.79914474487305,41.0,3.5231262597394206
13,Fitted Path [13],undefined,false,73.35849339631376,microns,,3,3,,153.8883509577168,121.4622274622533,27.647195905739668,142.19938389002178,103.01713975385107,33.590595884958724,222.8727712783138
14,Fitted Path [14],undefined,false,53.19059179734088,microns,,1,"1,15,16,17,19,20,72","15,16,17,19,20,72",122.58070707321167,83.7981104850769,42.62889713501967,132.11006271184755,93.28357084018072,29.155464685226264,83.82358521990282
15,Fitted Path [15],undefined,false,73.97908255417786,microns,14,,14,,131.5838098526001,79.41198348999023,33.0,142.95204433994212,56.90208977851704,51.410619715178726,104.43895953287304
16,Fitted Path [16],undefined,false,16.018819357419485,microns,14,,14,,128.7985637309836,77.10349559783936,33.732533358301204,129.5061707496643,66.7153000831604,37.074858066332204,26.6228607835194
17,Fitted Path [17],undefined,false,30.91221494819189,microns,14,,14,,131.9449118518328,84.66314660524972,29.461461503520876,115.42439460754395,82.64386653900146,22.0,39.87441982878021
19,Fitted Path [19],undefined,false,65.59633155874974,microns,,14,14,,114.2701506614685,87.02999353408813,15.0,132.16830998412794,93.12927367662554,28.986706647918616,102.70212975063603
20,Fitted Path [20],undefined,false,53.69409108721315,microns,14,,"14,21,22","21,22",132.49557963359678,92.54711372352293,29.686970056172242,117.3719556882774,107.8420944120783,38.366272599998766,111.13062290642517
21,Fitted Path [21],undefined,false,15.870667102997714,microns,,20,20,,119.64660555193824,109.10561277037232,40.117663287848366,125.96198999851939,106.11236861340701,33.11774737629277,20.339262982653615
22,Fitted Path [22],undefined,false,31.231943119374623,microns,20,,20,,129.8356379189621,105.21250630504149,31.149901397195585,128.84896709213032,112.74369743355179,45.18869057719946,33.23139046270249
23,Fitted Path [23],undefined,false,8.240074412912277,microns,1,,1,,127.22206457442995,103.25847752794634,25.936222251865775,130.19871711730957,98.34158420562744,25.0,4.504871787101484
24,Fitted Path [24],undefined,false,22.709555861787234,microns,2,,2,,133.3295739211465,102.46135194162206,28.327715842312905,131.79404074829148,111.27427087505329,20.905124616256423,94.23485704149671
25,Fitted Path [25],undefined,false,53.66020404041664,microns,,2,2,,125.35089254379272,124.65834617614746,33.74681031623444,142.66455173492432,107.34468698501587,29.0,176.95714628287712
26,Fitted Path [26],axon,false,314.09695271255987,microns,,0,0,,187.5355293732552,155.96746897879558,61.22512742869739,82.8114261577022,104.44792317340612,28.417097451777117,759.75825026969
27,Fitted Path [27],undefined,false,57.06254158232852,microns,,1,"1,28,29","28,29",141.2794589996338,122.81155586242676,49.45126412474152,133.793264057422,102.21996435158358,26.70311482591897,114.80491492897634
28,Fitted Path [28],undefined,false,16.741191088501708,microns,,27,27,,138.9709711074829,121.19561433792114,47.0,137.38137030290986,114.98903774904633,42.550305099967005,20.46971086651816
29,Fitted Path [29],undefined,false,10.35806161393651,microns,27,,27,,141.14058410282306,111.91476176491126,39.06623564253434,144.27336278333232,109.63949874594817,46.36919300036909,16.18042792218236
30,Fitted Path [30],undefined,false,7.508472082755814,microns,3,,3,,142.20285415649414,103.88195514678955,37.0,144.51134204864502,107.34468698501587,34.0,7.7798127802868455
31,Fitted Path [31],undefined,false,71.91697587365213,microns,,2,"2,32,50","32,50",159.74736213684082,99.49582815170288,57.62317793197459,142.02706727965892,107.1287337007715,29.155732981699565,256.9441418061477
32,Fitted Path [32],undefined,false,8.586181214621334,microns,31,,31,,158.2192764669987,100.32141716365841,56.29429032462638,162.871293255545,100.89586581559439,52.37266324293414,27.396096636550737
33,Fitted Path [33],undefined,false,18.045732735395383,microns,,11,11,,151.82742946320244,102.63329854364923,55.61794301144077,145.73364811167215,102.47323660765801,43.766319207914144,37.031667806933264
34,Fitted Path [34],undefined,false,32.27723275744502,microns,,11,11,,161.6006175940129,108.93476793571598,44.402040378018114,144.7421908378601,102.49686241149902,41.0,30.745629459113765
35,Fitted Path [35],undefined,false,58.60569115750563,microns,,2,"2,36,37,38","36,37,38",124.65834617614746,124.19664859771729,21.0,141.49669908269155,109.42232608795166,29.354227238767415,82.2309570991213
36,Fitted Path [36],undefined,false,7.301714575671909,microns,35,,35,,135.2773904800415,118.194580078125,22.0,138.6291462510169,120.81714880992915,22.627528546845927,28.936789179733907
37,Fitted Path [37],undefined,false,31.08669585577645,microns,35,,35,,125.58174133300781,123.73495101928711,21.0,111.49996519088745,130.62874346240065,14.793055362985521,39.694790753862
38,Fitted Path [38],undefined,false,40.10015137679597,microns,35,,35,,138.04757595062256,106.62832494595092,20.833337440432597,119.47757975605549,101.13062727192475,11.178517817115882,64.75247020268077
40,somaD,custom,true,18.48735281844093,microns,,,,,91.64696931838989,93.03206205368042,27.0,94.87885236740112,108.7297797203064,27.0,
50,Fitted Path [50],undefined,false,53.13142452216723,microns,,31,31,,162.74839639663696,102.03516483306885,20.0,145.35965766204993,109.35285670334501,20.27812196423517,177.27398410773364
51,Fitted Path [51],undefined,false,14.077798628404263,microns,,2,2,,157.19877521412275,113.76969371161115,17.87552256510645,151.4702630009058,108.99247363907783,20.400922447300168,21.465341861100796
72,Fitted Path [72],undefined,false,18.340275232007798,microns,14,,"14,73",73,130.66041469573975,78.0268907546997,32.952341686215824,123.22470549044694,77.12117790137219,24.433848222738654,26.751654805991887
73,Fitted Path [73],undefined,false,45.83938446046986,microns,72,,72,,122.97108155708668,77.29410045870729,25.997884325756736,115.37833342559287,95.61416514671375,14.534808093324704,119.17178268130992
